Unnamed: 0,ingest,cause,insight,cogmech,sad,inhib,certain,tentat,discrep,space,time,excl,incl,relativ,motion,quant,number,swear,funct,ppron,pronoun,we,i,shehe,you,ipron,they,death,bio,body,hear,feel,percept,see,filler,health,sexual,social,family,friend,humans,affect,posemo,negemo,anx,anger,assent,nonfl,verb,article,past,auxverb,future,present,preps,adverb,negate,conj,home,leisure,achieve,work,relig,money
jKh48a2sGpRjq9w,0.0697928026172301,0.3642311886586696,0.430752453653217,2.876772082878953,0.11777535441657579,0.128680479825518,0.31952017448200654,0.529989094874591,0.3293347873500545,0.8058887677208287,0.7644492911668485,0.5583424209378408,0.5278080697928026,1.8745910577971647,0.25408942202835333,0.440567066521265,0.06761177753544166,0.12649945474372956,7.958560523446019,1.3500545256270446,2.3685932388222466,0.1297709923664122,0.5834242093784079,0.07197382769901854,0.4525627044711014,1.0185387131952017,0.11232279171210469,0.04143947655398037,0.5757906215921483,0.2159214830970556,0.11232279171210469,0.15267175572519084,0.45038167938931295,0.16793893129770993,0.05779716466739367,0.19956379498364232,0.14612868047982552,1.7993456924754634,0.08724100327153762,0.11668484187568157,0.21919302071973829,1.6346782988004362,0.925845147219193,0.697928026172301,0.10577971646673937,0.3042529989094875,0.22246455834242093,0.06870229007633588,2.629225736095965,0.6466739367502726,0.321701199563795,1.6804798255179934,0.1875681570338059,1.8942202835332607,1.514721919302072,0.8571428571428571,0.386041439476554,0.9247546346782988,0.11777535441657579,0.25190839694656486,0.3544165757906216,0.2900763358778626,0.07415485278080698,0.17448200654307525
qwtg184xmOxmeMj,0.008735037204788094,0.7761242316402459,0.582012293756066,4.313490779682951,0.12261404076350696,0.12714331931413783,0.4451633775477192,0.5522484632804917,0.4551924943384018,1.2775800711743772,0.8437398900032352,0.7868003882238758,0.9527660951148496,2.6315108379165317,0.42542866386282757,0.45260433516661275,0.15173083144613395,0.054674862504044,13.00808799741184,2.358136525396312,4.029116790682627,0.08443869297961824,1.5732772565512778,0.13717243610482044,0.2791976706567454,1.670980265286315,0.2840504691038499,0.06438045939825299,0.6140407635069557,0.1552895503073439,0.18537690067939178,0.09867356842445811,0.472662568747978,0.1620834681332902,0.03720478809446781,0.4247816240698803,0.0459398252992559,2.265609835004853,0.02296991264962795,0.07732125525719832,0.164024587512132,1.3714008411517309,0.6337754771918473,0.7318020058233581,0.06696861857004206,0.3836945972177289,0.06535101908767389,0.058233581365253966,3.8699450016175994,0.9741184082821094,0.8285344548689745,2.4749272080232934,0.2766095114849563,2.493044322225817,2.579424134584277,1.2387576835975413,0.5946295697185376,1.7541248786800387,0.18408282109349725,0.12876091879650597,0.4555160142348754,0.4428987382724038,0.10676156583629894,0.12034940148819152
leAuT8UVoh,0.09045138888888889,0.18645833333333334,0.21597222222222223,1.5203125,0.0828125,0.0734375,0.17760416666666667,0.22083333333333333,0.15538194444444445,0.6897569444444445,0.5800347222222222,0.2857638888888889,0.29965277777777777,1.5371527777777778,0.23836805555555557,0.2635416666666667,0.10920138888888889,0.07777777777777778,5.475520833333333,1.163888888888889,1.7651041666666667,0.05607638888888889,0.640625,0.11354166666666667,0.2984375,0.6012152777777777,0.05520833333333333,0.051041666666666666,0.3753472222222222,0.1720486111111111,0.08229166666666667,0.07708333333333334,0.31267361111111114,0.12552083333333333,0.06475694444444445,0.06701388888888889,0.06909722222222223,1.1758680555555556,0.058680555555555555,0.05347222222222222,0.16354166666666667,0.9420138888888889,0.5696180555555556,0.36666666666666664,0.051215277777777776,0.14305555555555555,0.16545138888888888,0.07690972222222223,1.7982638888888889,0.5791666666666667,0.3862847222222222,1.1246527777777777,0.09600694444444445,1.2038194444444446,1.0954861111111112,0.540625,0.2423611111111111,0.440625,0.0890625,0.21788194444444445,0.2515625,0.22118055555555555,0.04652777777777778,0.11736111111111111
eKzjEwUj0h,0.02172788411795137,0.1875323331608898,0.20460424211070874,1.428867046042421,0.0693222969477496,0.05638903259182618,0.21081220900155198,0.20279358510087947,0.16476978789446456,0.4987066735644077,0.6627004655975168,0.23771339886187273,0.2695292291774444,1.3416968442834971,0.15494050698396275,0.23409208484221417,0.08794619762027936,0.042679772374547335,4.529746508018624,0.8409208484221418,1.3028970512157267,0.05147439213657527,0.42188308329022245,0.15312984997413348,0.169425763062597,0.4619762027935851,0.04500775995861355,0.03285049146404553,0.2586652871184687,0.11872736678737714,0.08484221417485774,0.05794102431453699,0.28116916709777545,0.12933264355923435,0.05406104500775996,0.05716502845318158,0.08406621831350233,0.887997930677703,0.029229177444386963,0.029746508018623902,0.10010346611484738,0.8103983445421624,0.5258665287118469,0.280910501810657,0.02767718572167615,0.12493533367822038,0.10191412312467667,0.04552509053285049,1.3352302121055355,0.4332643559234351,0.16476978789446456,0.8437661665804449,0.11614071391619245,0.9741334712881531,0.9226590791515779,0.49224004138644595,0.18132436627004656,0.4875840662183135,0.048887739265390584,0.26590791515778583,0.3155716502845318,0.1965856182100362,0.06259699948266943,0.08820486290739783
wpHaf0yStnI,0.0350169779286927,0.18314940577249575,0.20606960950764006,1.483446519524618,0.07555178268251274,0.06090831918505942,0.18930390492359933,0.23259762308998302,0.1716893039049236,0.573641765704584,0.7075551782682513,0.258276740237691,0.28225806451612906,1.5114601018675722,0.1980050933786078,0.283106960950764,0.06303056027164686,0.10759762308998302,4.847410865874363,1.034804753820034,1.5749151103565364,0.052207130730050934,0.5488115449915111,0.08276740237691002,0.29626485568760613,0.5401103565365025,0.05475382003395586,0.035653650254668934,0.31621392190152803,0.15959252971137522,0.16426146010186757,0.0768251273344652,0.3595076400679117,0.11566213921901528,0.04159592529711375,0.07067062818336163,0.07576400679117147,1.0585738539898133,0.040534804753820035,0.04393039049235993,0.1464346349745331,0.95776740237691,0.5700339558573854,0.38200339558573854,0.03310696095076401,0.20755517826825126,0.21583191850594227,0.026528013582342955,1.6453735144312394,0.39749575551782684,0.275679117147708,0.9925721561969439,0.14388794567062818,1.116723259762309,0.9942699490662139,0.5623938879456706,0.257427843803056,0.40025466893039047,0.06345500848896435,0.21901528013582344,0.24490662139219016,0.1682937181663837,0.04987266553480475,0.08191850594227504
nINcNi304N,0.08499446290143965,0.29697305278700625,0.2552602436323367,2.1102805463270577,0.10299003322259136,0.07807308970099668,0.22148394241417496,0.32484311554079,0.2757475083056478,0.7318198597268365,0.6330749354005168,0.43133997785160577,0.42211148025101514,1.6315983757844224,0.22259136212624583,0.3578811369509044,0.0694905869324474,0.23034330011074197,6.835455887781469,1.3987633813215208,2.093669250645995,0.06256921373200443,0.6437799926172019,0.21834625322997417,0.3616648209671465,0.694905869324474,0.1124031007751938,0.026854928017718716,0.6595607235142119,0.3426541159099299,0.08877814691768181,0.1094499815430048,0.4225729051310447,0.19056847545219638,0.05860095976375046,0.14627168696936138,0.2202842377260982,1.709763750461425,0.09680693983019564,0.059800664451827246,0.3461609449981543,1.1433185677371724,0.5716131413805833,0.564968623108158,0.04937246216315984,0.32179771133259505,0.12763012181616834,0.03829826504245109,2.1736803248431156,0.5978220745662606,0.30260243632336653,1.4118678479143596,0.14165743816906606,1.5455887781469178,1.3336101882613511,0.732281284606866,0.38233665559246954,0.756921373200443,0.07262827611664821,0.1569767441860465,0.26559616094499816,0.18429309708379477,0.06201550387596899,0.11904761904761904
xVhkxgncICyjq2G,0.07749305341154678,0.16301327570237728,0.21271997530101883,1.4856437171966657,0.08675517134918184,0.06792219820932387,0.1512812596480395,0.2710713183081198,0.16455696202531644,0.8589070700833591,0.7591849336214881,0.23803643099722135,0.34671194813213957,1.9092312442111763,0.2435937017598024,0.28959555418338995,0.06112997838839148,0.01389317690645261,5.07286199444273,0.8669342389626428,1.3822167335597406,0.08613769682000617,0.42019141710404445,0.07749305341154678,0.2201296696511269,0.5152824945970979,0.06298240197591849,0.04569311515899969,0.34578573633837606,0.14973757332510035,0.0932386539055264,0.08521148502624266,0.35875270145106514,0.1562210558814449,0.05402902130287126,0.08582895955541833,0.05310280950910775,1.0064834825563445,0.06946588453226304,0.049089225069465885,0.08397653596789133,0.8653905526397037,0.605433775856746,0.2577956159308428,0.02747761654831738,0.09107749305341155,0.11021920345785736,0.04754553874652671,1.5588144489039828,0.5600493979623341,0.3161469589379438,0.9055263970361223,0.13059586292065453,1.0083359061438715,1.2599567767829578,0.45384377894411854,0.1812287743130596,0.46403210867551714,0.12658227848101267,0.3423896264279098,0.2176597715344242,0.2719975301018833,0.0673047236801482,0.11392405063291139
qfMgVgNMKi8,0.042962631461177,0.11546207205191318,0.1190422913403446,0.8471693891250839,0.052360707093309464,0.03423584694562542,0.09465204743790558,0.11881852763481764,0.10114119489818751,0.3448198702170508,0.4130678004027747,0.14634146341463414,0.1799060192436787,0.8986350413962855,0.12172745580666816,0.1356008055493399,0.033788319534571495,0.12217498321772209,3.0405012307003805,0.7028417990601924,1.0396061758782726,0.03624972029536809,0.392705303199821,0.05392705303199821,0.19288431416424257,0.3367643768180801,0.027075408368762585,0.027075408368762585,0.31058402327142537,0.1447751174759454,0.0644439471917655,0.05415081673752517,0.2031774446184829,0.07563213246811368,0.033340792123517565,0.05392705303199821,0.11031550682479302,0.7983889013202059,0.036473484000895055,0.14835533676437682,0.08413515327813828,0.6106511523830834,0.343477287983889,0.26404117252181697,0.02081002461400761,0.1514880286417543,0.10606399641978072,0.049675542626985904,0.9928395614231371,0.26359364511076305,0.15775341239650928,0.564332065339002,0.05884985455359141,0.7149250391586485,0.5804430521369434,0.34258223316178116,0.141194898187514,0.33228910270754086,0.04408144998881181,0.18303871112105616,0.13828597001566345,0.12262251062877601,0.03982993958379951,0.039158648467218615
qKpbtTNwXk_Ly,0.020833333333333332,0.4375,0.3888888888888889,3.076388888888889,0.1111111111111111,0.1527777777777778,0.3263888888888889,0.5347222222222222,0.5208333333333334,1.125,0.8333333333333334,0.5069444444444444,0.4652777777777778,2.3472222222222223,0.22916666666666666,0.5555555555555556,0.19444444444444445,0.020833333333333332,9.375,1.7430555555555556,2.6597222222222223,0.0625,1.0347222222222223,0.027777777777777776,0.375,0.9166666666666666,0.24305555555555555,0.05555555555555555,0.6388888888888888,0.13194444444444445,0.19444444444444445,0.09027777777777778,0.4652777777777778,0.1527777777777778,0.0625,0.4652777777777778,0.020833333333333332,2.201388888888889,0.034722222222222224,0.034722222222222224,0.09722222222222222,1.4375,0.6944444444444444,0.7152777777777778,0.08333333333333333,0.4097222222222222,0.1736111111111111,0.06944444444444445,2.763888888888889,0.8888888888888888,0.6527777777777778,1.6458333333333333,0.1875,1.6180555555555556,2.1875,0.9027777777777778,0.3541666666666667,0.8611111111111112,0.08333333333333333,0.4236111111111111,0.2986111111111111,0.2916666666666667,0.034722222222222224,0.18055555555555555
cF6s51G2P47S,0.02824858757062147,0.24858757062146894,0.3785310734463277,2.480225988700565,0.11864406779661017,0.07344632768361582,0.384180790960452,0.4124293785310734,0.2937853107344633,0.8192090395480226,0.6271186440677966,0.3615819209039548,0.5423728813559322,1.7401129943502824,0.23728813559322035,0.480225988700565,0.11864406779661017,0.02824858757062147,6.937853107344632,1.112994350282486,1.8531073446327684,0.1638418079096045,0.5932203389830508,0.05649717514124294,0.22033898305084745,0.7401129943502824,0.07909604519774012,0.02824858757062147,0.3898305084745763,0.1016949152542373,0.05649717514124294,0.096045197740113,0.3107344632768362,0.14124293785310735,0.04519774011299435,0.15254237288135594,0.11299435028248588,1.1751412429378532,0.01694915254237288,0.022598870056497175,0.21468926553672316,1.1694915254237288,0.8361581920903954,0.3333333333333333,0.05084745762711865,0.10734463276836158,0.05084745762711865,0.02824858757062147,2.1299435028248586,0.7909604519774012,0.4011299435028249,1.305084745762712,0.11864406779661017,1.463276836158192,1.4745762711864407,0.5141242937853108,0.2768361581920904,0.7231638418079096,0.07909604519774012,0.2824858757062147,0.3446327683615819,0.2711864406779661,0.1016949152542373,0.10734463276836158
7_kg7BsyyTy8,0.034024627349319506,0.11503564484769929,0.12281270252754374,0.9147764095917045,0.076150356448477,0.03305249513933895,0.118600129617628,0.12670123136746597,0.11957226182760855,0.4491250810110175,0.4267660401814647,0.1425793907971484,0.20285158781594298,1.0246273493195075,0.12799740764744005,0.16007777057679845,0.030136098509397278,0.17368762151652625,3.4552819183408943,0.9436163318211277,1.2845106934543098,0.02268308489954634,0.5742060920285159,0.056707712248865845,0.2692806221646144,0.3408943616331821,0.020738820479585224,0.028839922229423203,0.4066753078418665,0.17401166558651976,0.05184705119896306,0.0609202851587816,0.2530784186649384,0.1325340246273493,0.04115359688917693,0.0865197666882696,0.18567725210628647,0.8758911211924821,0.04342190537913156,0.03337653920933247,0.13091380427738172,0.9358392741412832,0.5006480881399871,0.4303305249513934,0.028839922229423203,0.2699287103046014,0.1830848995463383,0.02916396629941672,1.1620220349967596,0.2608554763447829,0.13869086195722619,0.6740116655865198,0.07064160725858717,0.8658457550226831,0.6393389500972132,0.35158781594296823,0.13998703823720027,0.32598833441348024,0.037589112119248216,0.12994167206740118,0.13545042125729098,0.06675307841866494,0.04082955281918341,0.04893065456902139
kNoQsElQpQf_RYl,0.125,0.22803442028985507,0.28396739130434784,1.911231884057971,0.13496376811594202,0.06793478260869565,0.24003623188405798,0.33129528985507245,0.296195652173913,0.47758152173913043,0.5774456521739131,0.3702445652173913,0.2959692028985507,1.2438858695652173,0.15285326086956522,0.3134057971014493,0.07404891304347826,0.14221014492753623,5.429574275362318,1.1865942028985508,1.783288043478261,0.036684782608695655,0.7062952898550725,0.043931159420289856,0.31680253623188404,0.5966938405797102,0.08288043478260869,0.04778079710144927,0.5735960144927537,0.19882246376811594,0.06408514492753623,0.12635869565217392,0.29438405797101447,0.09329710144927536,0.05366847826086957,0.17074275362318841,0.14628623188405798,1.103034420289855,0.025362318840579712,0.06680253623188406,0.15919384057971014,1.1798007246376812,0.5461956521739131,0.6243206521739131,0.08242753623188406,0.3014039855072464,0.12590579710144928,0.043478260869565216,1.8113677536231885,0.38315217391304346,0.1802536231884058,1.083106884057971,0.0973731884057971,1.3727355072463767,0.9662590579710145,0.6345108695652174,0.29959239130434784,0.6270380434782609,0.052083333333333336,0.15421195652173914,0.27219202898550726,0.17617753623188406,0.03713768115942029,0.0649909420289855
